1.125005698077693184e-01 6.502768186943432838e-01
1.125011596902991129e-01 6.521461691404266681e-01
1.125031272446029573e-01 6.548087036990026810e-01
1.125038661726853600e-01 6.564132411834731062e-01
1.125041140814652119e-01 6.545962495797200686e-01
1.125043013337492237e-01 6.502351034635606153e-01
1.125057221305355293e-01 6.534011668830818076e-01
1.125065251811018380e-01 6.592398316824659155e-01
1.125068072561271754e-01 6.500294402015058814e-01
1.125088464979976943e-01 6.505409724193669252e-01
1.125121963294343219e-01 6.500164075702388189e-01
1.125124112033403373e-01 6.540452819951884100e-01
1.125134108314935905e-01 6.519255236322671898e-01
1.125137952447348988e-01 6.503346022061976539e-01
1.125167215260900605e-01 6.573059522718822656e-01
1.125167550742531830e-01 6.536980372505651893e-01
1.125171631701571279e-01 6.504874587956105403e-01
1.125188341620516064e-01 6.534159971284763113e-01
1.125194820777526417e-01 6.559456504181849779e-01
1.125194922810329318e-01 6.529428171540940795e-01
1.125209075113773605e-01 6.521459918164697056e-01
1.125218993649251820e-01 6.505531100089870788e-01
1.125224400293669963e-01 6.502790521288095427e-01
1.125230424836948379e-01 6.535008478130817089e-01
1.125234080390986602e-01 6.546778911166134529e-01
1.125243947685533874e-01 6.522823998033961956e-01
1.125257271035442069e-01 6.503182751430057751e-01
1.125260645802726583e-01 6.534170811582380445e-01
1.125266685950542522e-01 6.506788396481540948e-01
1.125272949072552570e-01 6.523137165202178567e-01
1.125274709094302855e-01 6.559313224794712793e-01
1.125287391782045787e-01 6.503199576807243698e-01
1.125289146271955532e-01 6.522385408668920359e-01
1.125293285175992114e-01 6.516412106752231814e-01
1.125299015585970314e-01 6.534923696539707283e-01
1.125301436136774968e-01 6.538965561098315504e-01
1.125326838539197072e-01 6.500897565339314177e-01
1.125353500441087506e-01 6.547579318063412313e-01
1.125362878300178310e-01 6.558554646314697090e-01
1.125380739753539250e-01 6.522221126072860198e-01
1.125403332647449961e-01 6.506542642325348069e-01
1.125435708855598016e-01 6.500871192280900379e-01
1.125445636370789732e-01 6.509440832523724074e-01
1.125463524235996438e-01 6.530357551301226859e-01
1.125466000973132513e-01 6.518864370926098495e-01
1.125473404431393681e-01 6.533904090025430822e-01
1.125473475046333827e-01 6.506734677763894581e-01
1.125482132528465157e-01 6.518561944061503910e-01
1.125502956798801468e-01 6.507131441279022654e-01
1.125510637844720913e-01 6.522843709686988456e-01
1.125513559169693117e-01 6.537450191443613390e-01
1.125519841275042787e-01 6.519206002552913048e-01
1.125522444291827268e-01 6.541116888767689597e-01
1.125526408113532162e-01 6.507266507098924402e-01
1.125530183686707930e-01 6.505322340546844107e-01
1.125538140295521683e-01 6.544785328664461943e-01
1.125539484139763818e-01 6.500742241517535325e-01
1.125543198980149540e-01 6.519920180775850005e-01
1.125548037448525635e-01 6.523710178749708710e-01
1.125551431784317519e-01 6.500113719809798019e-01
1.125557601869074803e-01 6.523954370737459207e-01
1.125560631129695205e-01 6.519751026029965146e-01
1.125566845357851009e-01 6.519576775962629966e-01
1.125572923062746339e-01 6.536846023543582129e-01
1.125573421909379368e-01 6.541370080305788370e-01
1.125574014656710448e-01 6.511967919191475884e-01
1.125575028268645389e-01 6.513840722268003924e-01
1.125575138871355990e-01 6.509088558991822371e-01
1.125578124681400616e-01 6.545366066234862279e-01
